no.,bib,short title,author,auth_dates,date,008,edition,city,publisher,printer,extent,format,ills,bibliog,collection,long title,full tp,half tp,running title,notes,note text,para_count,paratype,paratext,epigraphs,prim_narr,sec_narr,narr_notes,subscribers,inscriptions,ins names,marginalia,marg_type,translation_claim,auth_claims,auth_text,claim_types,advertisements,works,nouns,adj,adv,names,verbs,objects,holding_institution,cataloger,record date,cat_institution,reviewer
24,99870373503681,Count Roderic's castle:,Author of The carpenter's daughter.,,1795,1795,,Baltimore,Printed by Samuel Sower. For Keating's book-store.,,2 v. ;,Duodecimo,,ESTC (RLIN); W37627,,"Count Roderic's Castle: or, gothic times, a tale. In two volumes. Vol. I.",True,False,Count Roderic's Castle.,4,"First edition: London, Lane, 1794; cf. Blakey, D. Minerva Press.; Bookseller's advertisements: p. [1] at end of vol. 2.; On front paste-down endpaper, bookplate of Library of the University of Pennslyvania; transcription of bottom of bookplate, in ink: ""The Godfrey F. Singer Memorial Presented by Mr. and Mrs. Jacob Singer"" ; Printer's ornament on p.101 of v.2.",0,,,"a: In the winter's tedious nights, sit by the fire,--- With good o'd Folks, and let them tell thee tales--- Of woeful ages long ago betide.; 1: Rich. II.; 2: Shack.; b: Richard II; c: Shakespeare; v: v.1; v: v.2",Third-person,,,,0,,True,Words,,,False, ,Non-fiction,,Castle; Time; Tale; Count; Volume,Gothic; two,,,,,University of Pennsylvania,IC,6/5/18,University of Pennsylvania,AS
25,99873333503681,"Memoirs of a magdalen,","Kelly, Hugh,",1739-1777.,1795,1795,Cooke's edition.,London,"Printed for C. Cooke, no. 17, Paternoster-Row, and sold by all the booksellers in Great Britain and Ireland.",,2 v.,Duodecimo,Ill.,ESTC (RLIN); T66934,Cooke's pocket edition of select novels,"Memoirs of a magdalen, or the history of Louisa Mildmay. By Hugh Kelly, esq. Two volumes in one. Cooke's edition. Embellished with superb engravings.",True,False,Louisa Mildmay.,2,"Illustration; Location: pgs. 36-37, v.1; Captioned: ""Louisa Mildmay.Vol.I.Lett.7.p.37. Louisa Mildmay, discovering to her mother, the cause of her afflication.""; Illustration; Location: pgs. 46-47, v.2; Captioned: ""Louisa Mildmay.V.II.Lett.6.p.47. Louisa reproaching Hastings, for his abrupt intrusion.""",1,Dedication,"Dedication; To her grace the dutchess of Northumberland.; Front; v.1.; Transcription of first sentence: ""Madam, Had your grace been only a dutchess, the author of these little volumes had sought some other patronage, and declined to pay that respect to your rank which he now addresses to your virtues."" Signed: ""Most devoted and most humble servant, Hugh Kelly. Middle Temple, March 31, 1767.",,Epistolary,,,,0,,True,Numbers,,Author (text); Author (paratext),True,Proper name,,,Memoir; Magdalen; History; Volume; Esq.; Edition; Engraving,Two; One; Superb,,Louisa Mildmay; Hugh Kelly; Cooke,Embellsih,,University of Pennsylvania,OF,6/11/18,Carnegie Mellon University,AS
26,99873473503681,Henry :,"Cumberland, Richard,",1732-1811.,1795,1795,The second edition.,London,"Printed for Charles Dilly, in the Poultry.",,4 v. ;,Duodecimo,,ESTC (RLIN); N7198,,Henry; in four volumes. By the author of Arundel. Vol. I. The second edition.,True,True,Henry.,4,"By Richard Cumberland.  Cf. BM.; Some of the chapters are addresses by the author to the reader/reflections by author on authorship. v.1 has chapters ""The high dignity, powers, and prerogatives of the novel-writer"", ""Reasons for writing as fast as we can"", ""A dissertation, which our readers will either sleep over, or pass over, as suits them best"". v.2 has chapters ""The author appeals to his readers"" and ""The author hints at a reform in the constitution of a novel"". v.3 has chapter ""An humble apology for authors in general, with some modest hints at their peculiar usefulness"".  v.4 has chapters ""In which the Author confuses himself"" and ""The Author's last address to his readers."" ; Green ribbon bookmarks/strings found in all four volumes.; Between pg. 56 and 57, there is a piece of paper with words written in pencil, transcription: [Cumberland, Ricahrd] 1723-1811 Henry; in four volumes. By the authoru of Arundel. The second edition... London, 1795. g. Dr. Mendenhall.",5,"Advertisement, Table of contents","Advertisement; Advertisement to the reader.; Front; v.1; First sentence: ""It is a custom with some authors to introduce their works by a prefatory appeal to the candour of the reader, and circumstances may undoubtedly combine to justify the measure; but when a man acts from his own free motives in resorting to the press, how can he be warranted for untruding on the public without a proper confidence in his powers for entertaining them?""; Signed: The Author.| Table of contents; Contents.; Front; v.1| Table of contents; Contents.; Front; v.2| Table of contents; Contents.; Front; v.3| Table of contents; Contents.; Front; v.4","a: Ficta voluptatis causa sint proxima veris, ---Nec quodcunque volet poscat sibi fabula credi.; b: Ars Poetica; c: Horace; d: Fictions meant to please should be close to the real, so that your play must not ask for belief in anything it chooses.; v: v.1; v: v.2; v: v.3; v: v.4; x: From Latin, Translation found in William Webbe, 'a Discourse of English Poetry' edited by Sonia Hernandez-Santano. Located on full title pages.",Third-person,First-person,,,0,,False, ,,Author (text); Author (paratext),True,Reference to other works,,Arundel,Volume; Author; Edition,Four; Second,,Henry,,,University of Pennsylvania,SH,6/5/2018,Swarthmore College,DPL
27,99874933503681,The Duke of Clarence :,"Foster, E. M.,",,M.DCC.XCV.,1795,,London,"Printed for William Lane, at the Minerva-Press Leadenhall-street.",,4 v. ;,Duodecimo,,ESTC (RLIN); T115064,,Duke of Clarence.,True,True,Duke of Clarence,3,"""E. M. F."" stands for Mrs. Foster.  Cf. BM.; Advertisements: v. 1 and 2, final page; v. 3, final leaf.; Watermark on the back free endpaper of v. 3, transcription: 1794.",0,,,,Third-person,,,,2,Eliz : Bateman 4 Vols; Eliz : Bateman,False, ,,Author (text),True,Initials,Fiction,,Duke; Novel; Volume,Historical; Four,Clarence,E.M.F.,,,University of Pennsylvania,OF,6/14/18,Carnegie Mellon University,DPL
28,99895463503681,The man of feeling.,"Mackenzie, Henry,",1745-1831.,1795,1795,The first Worcester edition.,Worcester [Mass.],"Printed by Isaiah Thomas, jun. Sold at his bookstore.",,"vi, [1], 8-189 p. ;",Duodecimo,,ESTC (RLIN); 26058,,The man of feeling. First Worcester edition.,False,False,The man of feeling.,3,"By Henry Mackenzie.  Cf. Halkett & Laing (2nd ed.); ""The story of La Roche, by the author of the Man of feeling"": p. [169]-189.; Printer's ornaments on title page and p. vi.",5,"Conclusion, Footnotes, Introduction, Other, Poem","Introduction; Introduction.; Front; First sentence of the introduction, transcription: ""My dog had made a point on a piece of sallow ground, and led the curate and me two or three hundred yards over that and some stubble adjoining, in a breathless state of expectation, on a burning first of September.""| Footnotes; Middle; Located on p. 7, p. 49. Page 7 transcription: ""The reader will remember, that the Editor is accountable only for scattering chapters, and fragments of chapters; the curate must answer for the rest. The number at the top, when the chapter was entire, he has given as it originally stood, with the title which its author had affixed to it."" Page 49 transcription: ""Though the Curate could not remember having shown this chapter to any body, I strongly suspect that these political observations are the work of a later pen than the rest of this performance.e There seems to have been, by some accident, a gap in the manuscript, from the words, Expectation of a jointure, to these. In short, man is an animal, where the present blank ends; and some other person (for the hand is different, and the ink whiter) has filled part of it with sentiments of his own. Whoever he was, he seems to have caught some portion of the spirit of the man he personates.""| Poem; Lavinia. A pastoral.; Middle; First stanza: ""Why steals from my bosom the sigh? ---Why fix'd is my gaze on the ground? ---Come, give me my pipe, and I'll try ---To banish my cares with the sound.""| Conclusion; The conclusion.; Back; Located on p. 168. Begins: ""He had hinted that he should like to be buried in a certain spot near the grave of his mother. This is a weakness; but it is universally incident to humanity: 'Tis at least a memorial for those who surveve; for some indeed a slender memorial will serive; and the soft affections, when they are busy that way, will build their structures, were it but on the paring on a nail.""| Other; The story of La Roche. By the author of the Man of Feeling.; Back; Story by same author , located at p. 169. Begins: ""More than forty years ago, An English philosopher, whose works have since been read and admired by all Europe, resided at a little town in France.""",,First-person,Third-person,Poems,,2,Henry Hall 1795; Alfred Lee jun Noor' 16th 1874 Phila.,True,Numbers; Numbers; Words; Numbers; Words; Numbers,,Editor (text); Author (text); Author (paratext),True,Generic/Descriptive,,,Man; Feeling; Edition,First,Worcester,,,,University of Pennsylvania,AS,6/8/18,University of Pennsylvania,IC
29,999573053503681,Rural walks: :,"Smith, Charlotte Turner,",1749-1806.,1795,1795,,Philadelphia,"From the store of Thomas Stephens, no. 60, South Second Street.",,"xi, [2], 199, [5] p., [1] leaf of plates :",Duodecimo,Ill. (frontispiece),ESTC (RLIN); W22056,,Rural walks: in dialogues. Intended for the use of young persons. By Charlotte Smith. Two volumes in one. Volume I.,True,False, ,9,"Vol. 2 (p. [99]-199, [5]) has separate title page.; ""Wrigley and Berriman, printers, no. 149, Chesnut Street.""--Colophon, p. 97 and 199.; Signatures: A-R6; Frontispiece engraved by James Thackara, titled ""Innocence protected by wisdom, in her road to the temple of virtue.""; Bookseller's advertisement, p. [1]-[5] at end.; Works quoted: Michael Drayton's Sonnet VI, p. 65; Roberts Burns' 'Man was made to mourn', a Dirge, p. 112; Burns' 'To a mountain daisy, on turning one down with the plough', p. 116; Library of the University of Pennsylvania bookplate on front pastedown endpaper. ""The Maria Hosmer Penniman library of education. Presented to the University of Pennsylvania by James Hosmer Penniman as a memorial to his mother.""; Writing in ink on front free endpaper: ""Mary Boulton"" and ""augt august 17 1800"" and ""august 17 1800"" and ""M""; There is only a small piece of p. 15 left and it's detached from the book and placed between p. 14 and p. 17. ",8,"Colophon, Footnotes, Introduction, Poem, Preface, Table of Contents","Preface; Preface.; Front; v.1; First sentence: ""So numerous and so excellent are the books which have been written for the use of Children and Young Persons, within a very few years, that, on the great duties of life, nothing can, perhaps, be added, which is either new, or which can be addressed to them in any new form.""; Signed: ""Charlotte Smith.""| Introduction; Introduction.; Front; v.1; First sentence: ""At the distance of sixty miles from London, and in a small village, Mrs. Woodfield had chosen the retirement which her circumstances rendered nescessary.""| Table of Contents; Contents.; Front; v.1| Poem; Drayton's Sixth Sonnet.; Middle; v.1; Located on pg. 65. First line of sonnet: ""How many foolish, paltry, painted things,""| Colophon; Wrigley and Berriman, printers, no. 149, Chesnut Street.; Back; v.1| Colophon; Wrigley and Berriman, printers, no. 149, Chesnut Street.; Back; v.2| Footnotes; Middle; v.1; p. 30, 31, 79, 96| Footnotes; Middle; v.2; p. 108, 112, 117, 164, 195",,Dramatic dialogue,,,,3,Mary Boulton august 17 1800; Ink; Ink,False, ,,,False, ,Mixed Genre,,Walk; Dialogue; Use; Person; Volume,Rural; Young; Two; One,,Charlotte Smith,Intend,,University of Pennsylvania,AS,6/11/18,University of Pennsylvania,IC
30,991057033503681,The history of Ned Evans :,"Hervey, Elizabeth,",fl. 1788-1814.,1796,1796,,Dublin,"Printed by John Rice, III, Grafton-street, opposite the college; and sold by H. and P. Rice, Philadelphia.",,2 v. ;,Duodecimo,,"Bristol,; B11262",,The history of Ned Evans. Interspersed with moral and critical remarks; Anecdotes and characters of many persons well known in the polite world; and incidental strictures on the present state of Ireland. In two volumes. Vol. I.,True,False, ,2,Novel.; Published anonymously. By Elizabeth Hervey. Sometimes erroneously attributed to Jane West.,0,,,a: O'ertop not the modesty of nature!; 2: Shakespeare.; b: Hamlet; c: William Shakespeare; v: v.1.; v: v.2., , , ,,0,,True,Words; Words,,,False, ,,,History; Remark; Anecdote; Character; Person; World; Stricture; State; Volume,Moral; Critical; Many; Well; Polite; Incidental; Present; Two,Ireland,Ned Evans,Intersperse; Know,,University of Pennsylvania,OF,6/28/18,Carnegie Mellon University,IC
31,991064203503681,"Maxims of gallantry, or, The history of Count de Verney /","Brewer, George,",b. 1766.,1793,1795,,London,"Printed for the author, and sold by J. Parsons, no. 21, Paternoster Row.",,"xv, [1], 198, [2] p., [1] leaf of plates :",,,ESTC (RLIN); N4360,,"Maxims of gallantry, or the history of the Count de Verney. By G---E B---R.",True,False,Maxims of gallantry.,3,"Novel.; G---E B---R is George Brewer.  Cf. Halkett & Laing (2nd ed.); Allibone, p. 243.; Sticker on front pastedown endpaper: ""The Edwin Forrest Home, Philadelphia, PA. Section 14, Shelf 1""",3,"Errata, Introduction, Preface","Preface; Preface.; Front; Transcription of first sentence: The introduction of a work into the world under such a title as ""Maxims of Gallantry,"" may, perhaps, stand in need of some explanation or apology.| Introduction; Introduction.; Front; Transcription of first sentence: Were all minds possessed of philosophy, or a fondness for metaphysical inquiry, the above laws of nature would be sufficient to shew that inclination of the sexes, one for the other, and the desire of living in society were not merely meant as laws to enforce the purposes of propagation, but to attract and direct the heart to the sweetest and most delightful of human pleasures, society, love, and friendship.| Errata; Errata.; Back; List of errors and the page numbers they occur in.","a: ""Liquida voluptas et libera."" ""Pure pleasure unalloyed with pain.""; 2: Cicero; c: Marcus Tullius Cicero; x: Epigraph translated in book; second line translation of first.| a: ""La piex est la premiere loi naturelle, celle de chercher a se nourrir est la seconde. La priere naturelle des deus dexes pour l'un et l'autre est la trosieme. La defir de vivre en societe est la quatrieme.""; 2: Montesquieu; b: The Spirit of Laws; c: Montesquieu; d: Peace is the first law of nature. That of seeking for nourishment is the second of those laws. The inclination of the sexes for each other is the third. The desire of living in society is the fourth law of nature.; x: Epigraph translated in book. Epigraph in introduction.| a: ""A man of pleasure, though not always so scrupulous as he should be, and as one day he will wish he had been, refines at least his pleasures by taste, accompanies them with decency, and enjoys them with dignity.""; 2: Lord Chesterfield; b: Letters to his son on the art of becoming a man of the world and a gentleman; c: Philip Stanhope, Earl of Chesterfield",Third-person,,,,0,,True,Reader markings,,,False, ,,,Maxim; Gallantry; History; Count,,,Verney,,,University of Pennsylvania,AS,6/20/18,University of Pennsylvania,IC
32,991064333503681,Montalbert :,"Smith, Charlotte Turner,",1749-1806.,1795,1795,,London,"Printed by S. Low, Berwick street Soho; For E. Booker, No. 56, New Bond street.","Printed by S. Low, Berwick street Soho; For E. Booker, No. 56, New Bond street.",3 v. ;,Duodecimo,,ESTC (RLIN); T98239,,Montalbert. A novel. Vol. I.,True,True, ,1,Miscut in v.2. on pg. 51; text right at edge of page,2,Footnotes,"Footnotes; Middle; v.1.; Transcription: ""A down in Hampshire on the borders of Sussex, the resort of both counties for cricket matches.""; Location: pg. 22| Footnotes; Middle; v.2.; Footnotes on pgs. 87 and 171",,Third-person,Letters,,,3,Charlotte King(?) 1796; C King(?) 1796; Charlotte King(?) 1796,False, ,,Author (text),True,Proper name,,,Novel; Volume,Three,,Montalbert; Charlotte Smith,,,University of Pennsylvania,OF,6/20/18,Carnegie Mellon University,DPL
33,991065733503681,"Montford Castle, or, The knight of the white rose :",,,[1795],1795,,London,"Printed for B. Crosby, No. 4, Stationers' Court, Ludgate Street.",,2 v. ;,Duodecimo,,ESTC (RLIN); T77099,,Montford Castle; or the knight of the white rose. An historical romance of the eleventh century. In two volumes.---Vol. 1,True,False,Montford Castle.,3,"Dedication dated: May 4th, 1795.; Red bookplate on front paste-down endpaper: ""Bound by C. Kalthoeber. London""; Red ribbon bookmark in both volumes.",1,Dedication,"Dedication; ""To her Royal Highness the Princess of Wales.""; Front; v.1; Transcription of first sentence: ""In dedicating the following work to your Royal Highness, I find every satisfaction which can result from an offering of the kind.""; Signed: ""Your Royal Highness's Most Obedient, Most Humble Servant, The Author.""; Dated: ""London, May 4th, 1795.""","a: ""Sperat infestis, metuit secundis, alteram sortem bene preparatum pectus. Informes Hyemes reducit Jupiter: idem summovet: Non, si male nunc, et olim sic erit.""; 2: Hor.; b: The Odes; c: Horace; d: ""A well-provided breast hopes in adversity, and fears in prosperity. 'Tis the same Jupiter, that brings the hideous winters back, and that takes them away. If it is ill with us now, it will not be so hereafter.""; v: v.1; v: v.2; x: English translation from ""The Works of Horace translated literally into English prose"" By C. Smart, A.M.",Third person,,,,0,,False, ,,Author (paratext); Author (text),True,Generic/Descriptive,,,Castle; Knight; Rose; Romance; Century; Volume,White; Histori cal; Eleventh; Two,,Montford,,,,DPL,6/17/18,University of Pennsylvania,IC
34,991069643503681,Adolphus de Biron :,"Thomas, Ann,",fl. 1795.,[1795],1795,,Plymouth,"Printed by P. Nettleton, for the authoress, at Millbrook; of whom they may be had; and of Messrs. Nettleton, Wills, and Barnikel, in Plymouth; Mr. Huss, Stonehouse; Messrs. Hoxland, Fraser, and Heydon, Dock; and of Mr. Woolmer, Bookseller, Exeter.",,2 v. ;,Duodecimo,,ESTC (RLIN); N32457,,Adolphus De Biron. A novel. Founded on the French revolution. In two volumes. Vol. I.,True,False,Adolphus de Biron.,4,"Dedication signed: Ann Thomas.; Date of publication taken from Block, A. Engl. novel, p. 235.; Book slip between p.118 and p.119, transcription: [Thomas, Ann] fl. 1788. Adolphus de Biron. A Novel. Founded on the French Revolution. In Two Volumes. 2v. Plymouth, [1795]; Cannot validate printed names throug VIAF but gathered from website http://bookhistory.blogspot.com/ University of London doctoral thesis ""THE HISTORY OF LIBRARIES IN PLYMOUTH TO 1914: a study of the library developments in the Three Towns of Plymouth, Devonport and Stonehouse which amalgamated into Plymouth in 1914"" by Margaret Ivy Lattimore, names seem to be: Peter Nettleton, Edward Wills, Thomas Huss, F. Barnikel, Edward Hoxland, James Fraser, J. Heydon, E. Woolmer. ",2,"Dedication, Preface","Dedication; Front; v.1; Transcription of dedication: ""To the right honorable Lady Eliot, with the most profound respect, and sincere gratitude, this novel is humbly inscribed. By Her Ladyship's most dutiful and most obedient, humble servant, Ann Thomas.""| Preface; Preface.; Front; v.1; Transcription of first sentence of preface: ""Among the many publications which are obtruded on the public, I venture to offer this trifle to their acceptance.""","a: ""Order is Heaven's first law; and this confess, ---some are, and must be, greater than the rest, ---more rich; and more wise; but who infers from hence ---that such are happier, shocks all common sense.""; 1: Essay on Man.; 2: Pope; b: Essay on Man; c: Alexander Pope; v: v.1; v: v.2",Epistolary,First-person,,,2,John C. Mendenhall; M. A. Gwyn,False, ,,Author (paratext); Author (text),True,Proper name,,,Novel; Revolution; Volume,French; Two,,Adolphus de Biron,Found,,University of Pennsylvania,IC,6/20/18,University of Pennslyvania,AS
35,9918299983503681,"The new novelist, or, Entertaining chronicle :",,,,1795,,York,"Printed by and for G. Walker, Minerva Press, Coffee-Yard.","Printed by and for G. Walker, Minerva Press, Coffee-Yard.","468, [2] p., [3] leaves of plates :",Octavo,ill.;,ESTC (RLIN); N70760,,"The New Novelist: Or, Entertaining Chronicle. Containing the works of the most eminent authors, admired for their literary productions.",True,False,"The New Novelist; Or, Entertaining Chronicle.",3,"Printed in double columns.; Caption of Frontispiece, transcription: Frontispiece The Genius of Taste Introduced by Shillito Leeds. Minerva to the Novelist.; Caption of illustration on p.2, transcription: Mrs. Montgomery. Shillito Sculpsit Kirkgate Leeds Yorkshire. Finding the Body of her Husband.",0,,,,First-person,Third-person; Letters,Poems,,0,,False, ,,Author(Illustration),False, ,,,Novelist; Chronicle; Author; Production,New; Entertaining; Eminent; Literary,,,Contain; Admire,,University of Pennsylvania,IC,6/18/18,University of Pennsylvania,OF
36,99356223503681,The farmer of Inglewood Forest :,"Helme, Elizabeth,",d. 1816.,1796,1796,,London,"Printed for William Lane, at the Minerva-Press, Leadenhall-Street.",,4 v. ;,Duodecimo,,ESTC (RLIN); N4957,,The farmer of Inglewood Forest.,True,True,The farmer of Inglewood Forest.,3,"Vol. 1: [4], iii, [1], 230 p.; v. 2: [2], 235, [1] p.; v. 3: [4], 225, [1] p.; v. 4: [4], 230 p.; Advertisements on last pages of v. 2 and 3.; Sticker on front pastedown endpaper: ""Sold by Hookham & Carpenter. Bond street.""",1,Dedication,"Dedication; To Mrs. Hastings.; Front; Begins: ""Madam, though impressed with the sincerest gratitutde, for the honour you have conferred in suffering the following sheets to be presented to you, yet I confess myself unequal to the task of expressing my thanks as I could wish, and can only trust, as truth needs no adornment, that the simplicity of my acknolwedgements may express the extent of them."" Signed: ""I have the honour to be, Madam, with the utmost respect, your most obliged obedient humble servant, E. Helme.""","a: ........Ambition is at distance ---A goodly prospect, tempting to the view: ---The height delights us, and the mountain top ---Looks beautiful, because 'tis nigh to Heaven; ---But we ne'er think how sandy's the foundation, ---What storms will batter, and what tempest shake us!""; b: Venice Preserv'd; c: Thomas Otway; v: v.1; x: v.1 full title page.| a: We do not always find visible happiness in proportion to visible virtue; natural, and almost all politica evis, are incident alike to the bad and good: All that virtue can afford is quietness of conscience, and a steady prospect of a happier state.; b: The history of Rasselas, Prince of Abissinia: A tale; c: Samuel Johnson; v: v.2| a: Virtue may be assail'd, but never hurt; ---Surpris'd by unjust force, but not enthrall'd; b: Comus; c: John Milton; v: v.3; x: v.3 full title page.| a: -----Evil on itself shall back recoil, ---And mix no more with goodness; when at last ---Gather'd like scum, and settled it itself, ---It shall be in eternal restless change, ---Self-fed and self-consum'd. If this fail, ---The pillar'd firmament is rottenness, ---And earth's base built on stubble.; b: Comus; c: John Milton; v: v.4; x: v.4 full title page.",Third-person,,,,2,Eliz. Bateman 4 vol.; Eliz. Bateman,False, ,,Author (text); Author (paratext),True,Proper name,Fiction; Fiction,,Farmer; Forest; Novel,Four,Inglewood,Elizabeth Helme,,,University of Pennsylvania,SH,6/21/18,University of Pennsylvania,IC
37,993651143503681,Rambles farther:,"Smith, Charlotte Turner,",1749-1806.,1796,1796,,Dublin,"Printed for P. Wogan, P. Byrne, J. Moore, B. Dugdale, H. Fitpatrick, J. Rice, And J. Milliken.",,"vi, [2], 268 p.",Duodecimo,,ESTC (RLIN); T98234,,Rambles farther: A continuation of Rural walks:,True,True,,0,,4,"Dedication, Footnotes, Poem, Table of Contents","Dedication; To The Right Honourable Lady Georgiana Cavendish; Front; Transcription of first sentence: ""Madam, the favourable opinion expressed by the Duchess of Devonshire, of the little work to which this is a sequel, induced me to solicit permission to dedicate these volumes to your ladyship.""; Signed: ""Your Ladyship's most obliged and devoted Servant, Charlotte Smith.""; Dated: ""May 16, 1796""| Table of Contents; Contents.; Front; Lists dialogue/chapter titles with page number.| Poem; Song, from the French; Middle; Transcription: ""Ah! say, the fair Miranda cried,---Say where the abode of love is found:---Pervading nature, I replied,---His influence spreads the world around.; Location: p. 169-170| Footnotes; Middle; Footnotes on p. 79",,Third-person,Dramatic dialogue,,,2,Mrs. Morris; Mrs. Bevy Morris April 1802,False, ,,Author (text),True,Proper name,,,Continuation; Walk; Use; Person,Rural; Young,,Charlotte Smith,Ramble,Dialogue,University of Pennsylvania,IC,7/3/18,University of Pennslyvania,OF
38,9942990373503681,Letters of an Italian nun and an English gentleman /,,,1796.,1796,Fifth Edition,Philadelphia,"Printed for Mathew Carey, no. 118, Market-Street.",,"viii, [1], 10-130, [2] p. ;",Duodecimo,,Evans; 31123,,Letters of an Italian nun and an English gentleman. Translated from the French of J. J. Rousseau. Fifth edition.,True,False, ,4,"Falsely attributed to Jean-Jacques Rousseau. Cf. Spurlin, P.M. Rousseau in America, p. 27.; Signatures: A-L⁶ (L6 blank; K2,3 missigned I2,3); Book Stamp on Title Page and Introduction: Mercantile Library Philada; Book Summary Slip, transcription: ""Forbidden Love - Property of the Gourlay Girls. Letters of an Italian Nun and an English Gentleman. Translated from the French of J. J. Rosseau. Philadelphia: Pr. for Mathew Carey, 1796. 12mo. 130 pp. (without the final blank). ""Isabella"" is the Italian nun and ""Mr. Croll"" the English gentleman in this epistolary novel. Croll woos Isabella, wins her heart, abandons her, and returns to England; Isabella dies a shunned and shamed, yet honorable, woman. The first American edition appeared in Philadelphia in 1794 and is a very scarce book while this second edition is ""merely"" quite hard to obtain. Provenance: Late 18th-century ownership signature of Eliza Gourlay on the title-page and that of Christiana Gourlay on the first page of the ""Introduction."" Later in a circulating library. Evans 31123; ESTC (electronic) W13553. On false attribution, see; Spurlin, Rousseau in America, p. 27. Recent quarter calf, old style with raised bands and plain spine; marbled paper sides. Faint stamps of a defunct library. Occassional stains; light, uniform, age-toning. Without the final blank. A desirable copy. (3206)"" ",2,"Footnotes, Introduction","Introduction; Introduction. Extract of a Letter to the Editor. Dated Chamberry, in Savoy, Jan. 7, 1780.; Front; Transcription of first sentence: ""The original manuscript, whose imperfect translation I take the liberty to send you, is in the possession of a gentleman in this neighborhood, to whom I was presented by our common friend the Marquis of Bellegarde.""| Footnotes; Middle; Located on p. 15. Transcription: ""Inconsiderate woman! woud you preserve your heart from the contagion which approaches you, write no more; write again, and you are undone.""","a: Il cor gradisce; e serve a lui chi'l suo dover compisce.; b: Julia: or, The new Eloisa; c: Jean-Jacques Rousseau; d: To have a heart that glows with pure desire, to love and serve where duty may require.; x: Translation source: Google Books of source ",Epistolary,,,,2,Eliza Gourlay; Christiana Gourlay,False, ,Translation,Author (text),True,Proper name,,,Nun; Gentleman; French,Italian; English; Fifth,,J. J. Rousseau,Translate,Letters,University of Pennsylvania,IC,7/518,University of Pennsylvania,DPL
39,994665513503681,"The Messiah,","Klopstock, Friedrich Gottlieb,",1724-1803.,1795,1795,,New York,"Printed by George Forman, no. 156, Front-street, for Benjamin Gomez, bookseller and stationer, no. 97, Maiden-lane.",,"xvi, [2], [19]-403, [1] p.",Duodecimo,,ESTC; W40052,,"The Messiah, attempted from the German of Mr. Klopstock, by Joseph Collyer. In fifteen books.",True,False,The Messiah. Book []; Book [] The Messiah.,3,"A prose translation of ""Der Messias, I.-XV. gesang,"" begun by Mary Collyer, and after her death completed by her husband, Joseph Collyer. cf. Translator's pref.; Pages dividing each section reading: ""The [second-fifteenth] book of The Messiah.""; Paratext entitled ""Argument."" before each section detaling the themes and events of the upcoming section",3,"Essay, Footnote, Preface","Preface; The translator's preface.; Front; Transcription of first sentence: The extraordinary success of The Death of Abel, and the high opinion many persons of distinguished merit have entertained of that work, rendered them solicitious to see The Messiah attempted in the same manner, and by the same hand; they therefore applyed to Mrs. Collyer, who began the arduous talk; but had made no great progress, when a lingering illness, occasioned by the agitations of mind she suffered in writing the former work, unhappily for me, and for our children, put a period both to the attempt and to her life.| Essay; On divine poetry.; Front; Transcription of first sentence: The public have the right to expect that the painter, who submits his picture to their judgment, should hang it up, and go away in silence.| Footnote; Front; Transcription of footnore: The Messiah was formerly published in three volumes.",,First-person,,,,0,,False, ,Translation,Translator (text); Translator (text); Author (paratext); Author (paratext); Author (text),True,Generic/Descriptive,,,Messiah; German,Fifteen,,Mr. Klopstock; Joseph Collyer,Attempt,Book,University of Pennsylvania,OF,6/13/18,Carnegie Mellon University,AS
